"Id","Predicted","P_1","P_2","P_3","P_4","P_5","P_6","P_7","P_8","P_9","P_10","P_11","P_12","P_13","P_14","P_15","P_16","P_17","P_18","P_19","P_20","P_21","P_22"
"Estimation",0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22,0.047806253166500716,0.04780403239277959,0.04780706981288126,0.047801364102382324,0.04779785206682201,0.04780283024888939,0.04780091439371309,0.04780083579575159,0.04780492943795252,0.047799962859417275,0.04780728052727558,0.047806406180184974,0.04779140373948204,0.047799254277797014,0.04780699137796674,0.04780410166104204,0.04780078671737106,0.04780102329972018,0.04780675603342113,0.04779664649636997,0.04779914073471595,0.047809771937318515
1,4,0.04690482555983061,0.046902079425717384,0.046905560854077266,0.04690820572319257,0.04690310993017717,0.0468991102902515,0.04689831312751421,0.046897878281806755,0.04690340616055265,0.04689096625936553,0.0469056589302462,0.046907435708794396,0.0469000059650235,0.04690642129830334,0.04690322101249968,0.046903443619566644,0.046906949863191306,0.04690576064438357,0.04689958384163453,0.04690264307941819,0.04690488375181191,0.04690346596225325
2,3,0.04761733200716953,0.047617930267975596,0.04761873033514927,0.04761549691800142,0.04761747863166025,0.0476176132174372,0.047618007136049335,0.04761625468315617,0.04761666247280742,0.04761436700881832,0.04761711779766403,0.04761568044245843,0.04761778018838956,0.04761780537515221,0.047616894056358015,0.04761760224471233,0.04761623128831384,0.04761047758127017,0.047616474168924616,0.04761849657659283,0.04761732828880938,0.047617837347009744
3,7,0.047612494052187586,0.047612741516332414,0.04761223758062972,0.04761102758815877,0.04761173952537516,0.047611624833944675,0.04761309076444224,0.04761140170990439,0.047611028990932475,0.04760891553839404,0.047610183418890596,0.04761102485112669,0.0476112696362095,0.04761056658666906,0.04761198407134442,0.04761108106112388,0.04761297092862196,0.04760848261852226,0.04761118805530699,0.04761200350093933,0.0476125046062373,0.04761072349449155
4,13,0.0471648700382916,0.047168012621978735,0.04716640736210417,0.047161354676173245,0.04716179053971073,0.047164773943125064,0.04715950157006927,0.04716246408165487,0.04716565789977832,0.04716459932711781,0.047159133120865074,0.04715488183423622,0.047168933568329234,0.04716239466938631,0.04716219248962149,0.04715520067511517,0.047162382074304954,0.04716532038535614,0.04716548826903506,0.047167542879653565,0.04715892664758635,0.04716146520347936
5,10,0.0471021233692887,0.047103228693496535,0.047103323072471504,0.04709959944888588,0.04709826029250991,0.04710366408821356,0.04710048970805776,0.04710395838978233,0.04710272316908603,0.04710522135876206,0.047095491219966076,0.04710189930687825,0.04710410490316849,0.04709902440195167,0.04709587884234242,0.04710230101231442,0.047103589253565406,0.047102742295387724,0.04710269489560519,0.047100364198344374,0.04710470043479595,0.047104146346564825
6,14,0.04678781103486363,0.046788543844265326,0.04678606918395716,0.04678926927193082,0.04678351765530669,0.0467854415700687,0.04678656562628108,0.04678574392400803,0.046777823502234916,0.04678330974200388,0.0467827276403219,0.04678610475922616,0.0467805812067426,0.04678981876058014,0.046787910193828115,0.0467853834647491,0.04678807862289797,0.046787355957395194,0.046782712415573774,0.04678688230713165,0.046783557608540735,0.04678862517645942
7,16,0.04645274588139343,0.04645344848940147,0.046446402969082035,0.04645245284252598,0.04645423028543377,0.04645328518644307,0.046454695238973956,0.046450881526279277,0.04644186510487403,0.0464500755260732,0.046449573674234745,0.046453463892290464,0.046448102666997323,0.04645245580288134,0.046446319754362905,0.04645500211724705,0.0464515409207628,0.04645320030558775,0.04645314299531085,0.04645286775777826,0.04645206840655174,0.046449493907061504
8,12,0.047109302906842974,0.04711130518844171,0.047110902860607776,0.04711043691201243,0.04711533613969778,0.04710630594119674,0.0471176764681183,0.04711808694681385,0.047112912755472774,0.04711170747902352,0.047115902423989935,0.04711867625362034,0.04711412931869835,0.047116965029742296,0.047114871048193466,0.047117266572075135,0.04711181446320121,0.04711095285088656,0.04711178012998672,0.04711037373393819,0.047114131513370454,0.04711832380621473
