"Id","Predicted","P_1","P_2","P_3","P_4","P_5","P_6","P_7","P_8","P_9","P_10","P_11","P_12","P_13","P_14","P_15","P_16","P_17","P_18","P_19","P_20","P_21","P_22"
"Estimation",0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15,0.024045837875328525,0.00915487096555166,0.020091761382011367,0.006404234900712705,0.002687880566119385,0.006951734916107488,0.004260443676743328,0.008124387664430624,0.01019468435908728,0.00408201426987902,0.020194504594558283,0.13945549078352723,0.0033045344274435433,0.007043776763786139,0.15834607335571493,0.053339367438222804,0.01194740144806222,0.013789064113576157,0.15510442290407134,0.004320298772669195,0.005778348265329108,0.00278428778530842
1,3,0.1255568578398155,0.01768477617304436,0.2075329766024643,0.0030170449394317234,0.07612301118854496,0.01774125031489459,0.012143961865778452,0.011642855648079663,0.04051960285966279,0.005358949393406196,0.1013668500919891,0.03526033184559657,0.007455044873450449,0.02695751395625976,0.006669250094969869,0.006527618143860809,0.029590795274490912,0.026360723241671748,0.00505765819327742,0.005658821979332192,0.012847797213234258,0.007576288955822705
2,6,0.09978194427499988,0.20751315542088544,0.0026046364026682074,0.033415053121657136,0.12964366057272073,0.23212359217744166,0.20561851976458037,0.05382315689260242,0.054582765395051365,0.027614919552893955,0.11202253845915632,0.014561499293655765,0.020497808709865274,0.020343524339531432,0.020978260615540173,0.02125653679152048,0.01376193952403632,0.003588580764965142,0.01232970655551639,0.032767937095755297,0.015889381049056402,0.020155389023214308
3,1,0.24493009298176766,0.24112098799036627,0.24071853337414428,0.029462622246657674,0.176374247475177,0.09237878388567411,0.004372001635500729,0.18906895843042856,0.033043542969650674,0.058972366540260814,0.018019617660647497,0.011783174715064444,0.012208358921801579,0.015581539054174663,0.019869533535684568,0.013106622134912576,0.03874693540896552,0.0037927021293708784,0.011976781420149645,0.05445058658496854,0.020444824033305945,0.012503361878721968
4,20,0.012843383247906745,0.024940379704525104,0.01898392333746103,0.006444722017049519,0.0099002669736409,0.012884708282837096,0.007094694616845952,0.006849451830863099,0.020056210502884565,0.015550402876963392,0.005504815642254518,0.004695057241534354,0.002709284853730835,0.05808774565536283,0.02466698735949515,0.006488397604630087,0.018717011284676895,0.12344647480292739,0.09708605362573568,0.23191169213046295,0.015172101591985968,0.01426042546308941
5,8,0.09496999798958386,0.1738856427509547,0.20245869663066077,0.031057780098258093,0.027139298505127366,0.22025390130432662,0.043217784576476105,0.22226029513524398,0.13720266658712998,0.002386612092124326,0.0034999576975343104,0.021198768050062503,0.019605492218331487,0.007099661915902168,0.004292217802230011,0.01684541167613307,0.01838239050017999,0.024207361079498765,0.019827134298000884,0.013582545704722546,0.03134436020970376,0.02142680351067416
6,22,0.019270913837134383,0.029392867382405003,0.012505057787716576,0.034686948761952795,0.01247778252002391,0.024996620641791673,0.019700047193858265,0.011557384732272843,0.008659883761879641,0.011679944599432677,0.006952803814594705,0.09870578583247978,0.021148209849303875,0.002362068956070399,0.2147739438240754,0.09470250048085672,0.22455930032821145,0.20656340900352294,0.05061661910969879,0.12971218125952164,0.03524887975782987,0.23730429078505172
7,19,0.020102751829922404,0.02757258086134164,0.008179048922120312,0.017556910851653253,0.028259258453398953,0.020298372899378858,0.04603540920451099,0.020898233998181658,0.007415650276812945,0.011844193437901466,0.013255353828099512,0.23710147522013145,0.0023190653284477936,0.12895087334107844,0.01980643550607522,0.0012496797065992022,0.06976566202403847,0.20425443077166436,0.23740129628292084,0.1892986231767937,0.201045861784277,0.028657233842901277
8,22,0.0032284846453346115,0.005025964044267674,0.004645566364309916,0.004580111754737493,0.01574029514246116,0.0025540293208401233,0.034270167241307256,0.03517019258771097,0.00683495246243882,0.006777698046806366,0.014684467242200027,0.00278428778530842,0.05157955097541325,0.2557556347837796,0.03783975886224284,0.2265167147497147,0.019783348567992683,0.015424766221554724,0.012593659551808644,0.02108143738416623,0.08096414142222892,0.26533010254637374
9,17,0.022640217286343828,0.01024858101445457,0.021848635445441578,0.008140462626385323,0.011529775662780734,0.009470350394785242,0.008419448712560963,0.009175550956443542,0.011944007126265315,0.021897168766462586,0.007370626638095333,0.0023521433956008807,0.05036714453380213,0.09697836202207309,0.04934181186757007,0.007734726121701802,0.20033995327023554,0.18816934383716455,0.039066054600597123,0.002709284853730835,0.014104378694027227,0.02717212664417227
10,3,0.09758942220656974,0.09726613641889066,0.23849891973313342,0.06221984690374903,0.003963483044674572,0.002362068956070399,0.2058228402155507,0.022598837555547747,0.09768850290667018,0.11678994464026889,0.026021636968265604,0.020778648659844006,0.019588312258479127,0.012234064014997055,0.013564025388277097,0.008261213543268465,0.02688622067048255,0.02272008528624695,0.018969937057941765,0.007888915616924685,0.015100484610667248,0.019282656507702185
11,16,0.012031256042095926,0.022074797633453963,0.006079005774548151,0.023846573668165717,0.007119048563035615,0.007733204140343695,0.007619246424784253,0.013272329539080262,0.014832611148090043,0.027251443069276293,0.002708235629258796,0.0036400795131187446,0.055725510709401495,0.01634906118425799,0.20551994366326568,0.2452877308190934,0.03846095502314661,0.01304092042203331,0.021914160598670133,0.011037437960114907,0.03248830595759214,0.0028093006652574384
12,16,0.009515261285030576,0.019390943746468534,0.00563381515530979,0.02024009423306299,0.008961671327194888,0.015318510254949434,0.008724831201193432,0.04260965049782886,0.01926213335054673,0.00745380627976514,0.027804895993346415,0.0009681813870616426,0.01342297580638724,0.028525404558361007,0.047619941565906806,0.23875687582412145,0.19737903352931144,0.006649696653748823,0.002362068956070399,0.005209130816015054,0.09885143014186769,0.18087258349212645
13,2,0.04495990070305883,0.13571775372378542,0.011520343874473664,0.014613152175869826,0.01570298426253381,0.052157604824466484,0.00282019882178012,0.1197087780984099,0.10394219636243847,0.022349363462659286,0.012798049737617587,0.01614317977353199,0.0027305846614604835,0.009146479368727176,0.009886821947004127,0.011747621661798761,0.008735627626853777,0.009264473053661354,0.014902415105360896,0.008424160908156427,0.0097717639680585,0.007236789557026335
